entity,period,y,x1,x2
1,1,4.8576427667454674,0.72818067048817459,-2.7271224510461027
1,2,1.732410581159693,-1.0735781770321302,-0.84825150698585194
1,3,1.0607801223207454,-1.109127550981732,-0.15963080660105811
1,4,1.7811579522317609,-1.5573666949635347,-2.138406639048632
1,5,2.898993104162702,-0.37059348145825843,-1.2527985763207057
1,6,0.25687385637017313,0.011199418235330764,0.95451091224967644
1,7,3.1557651567441689,1.022854560922875,-1.7798918966859927
1,8,-0.74554036091626696,-0.81641716869425696,2.0339157359464415
1,9,3.2434358141759434,2.0734026356155772,-1.0210132073574647
1,10,3.6877907707670912,-1.3005439787868753,-1.33752499927448
2,1,-0.85732568308082913,0.50288029658530331,0.12239608759214948
2,2,-2.2034536275471881,0.77111630409436027,0.15472256972914109
2,3,0.65722558325670233,1.3922335739597158,-1.1877190306783167
3,1,2.0620617222179027,-0.0067841798860336939,0.24169484160360477
3,2,0.45514068070756858,-1.316647883780601,-0.20161782213590515
3,3,-1.5992928618711912,-0.13064129749842132,0.48583118325886787
3,4,1.3469591278450963,0.76546683963164697,-1.0315851337583173
3,5,4.1776499480521654,0.60984806238547051,-1.3324962840111614
3,6,-0.53944403457576473,-0.82274649860549076,0.85801577285718567
3,7,1.1464808960449673,0.87660154775835841,0.47436659289785871
3,8,4.8410329845698303,0.43978213341213851,-2.591911618259783
4,1,3.0195947868331232,0.88941718911816026,-0.66668046204418407
4,2,0.38992820190285238,-0.12197470402003648,-0.18467618029512683
4,3,2.6929063395613237,1.5296885759374155,0.18702412271547569
4,4,1.8942504095814123,-0.026906813552259306,-1.6508853890109132
4,5,2.5476418683193942,0.80192465888682718,-0.29946771670164996
4,6,-2.369254192791109,-1.3955000138617655,1.5138278583973157
4,7,0.51522325180816653,-1.3754145349641116,-0.73480795462904136
4,8,-0.47963247361758388,-0.60716396833348318,-0.10406078050483734
4,9,0.32252421829911043,-0.79200037955111757,0.048058660995004894
4,10,1.8214636477120154,-0.84344533377363484,-1.6669746366835962
5,1,0.85981214680571805,-0.57100077056936227,-1.4866926143306873
5,2,-0.21046302048839655,-0.043278049269199835,-0.6458428018442971
5,3,-0.45930653575231661,2.2295494932667443,0.75189240530644863
5,4,0.78954678746270002,1.1711507994139458,0.14514669487148943
5,5,-1.0438768217536936,-0.71783074041077188,0.64512935156652895
5,6,-2.7013426284108459,-1.6749163635039581,1.4739378386667965
5,7,2.5532763044641746,1.3304620633668209,-1.58246973401418
5,8,-3.9305193122634905,-0.78739165045720372,1.8709379748650776
5,9,-0.080050229886507174,-1.1302130301395321,-0.60703947216269261
5,10,1.8720057824148704,0.30534645981364045,-1.3265828537249673
5,11,1.6066522437935729,1.0276698990526492,-1.2739787354820402
6,1,-0.49129277118657216,1.1857546445274827,0.81230783529903428
6,2,0.046115962176079495,0.036040348380249172,-1.2034476706848249
6,3,-0.85442074028708725,-0.12968179535908886,-0.46882382007153833
6,4,0.11591523990740105,1.3178244967949559,1.1228948689595919
6,5,1.8173138931104806,1.1105413524640755,-0.77085029936375848
6,6,-1.0134986037706712,-1.1588806227640396,0.37885116427131715
6,7,-1.2936816417936359,0.45257755447105552,0.63852359825808491
6,8,-2.0794404114520009,-1.0498150894232685,-0.27463650584251703
6,9,-2.3806329381702276,-0.48571961542136433,0.9653156457877643
6,10,2.0403702057839288,0.26036282343754719,-1.6050434149338726
6,11,0.67804404669944762,0.085790121950341261,0.2826919512700577
6,12,-0.64881670268843372,0.8781381810487654,-0.68940748238092897
7,1,1.9866431420220563,1.748835721600017,-1.0401070977748217
7,2,-2.14842422872292,-0.17313570450899143,1.9470980819455574
7,3,0.15804753761231582,-1.124513563950222,-0.98495323840384752
7,4,-2.2596269717756057,0.56621937259722099,0.18944872001165872
7,5,-1.4096267927691071,-0.26642506286362011,-0.042047143365568612
7,6,2.5145930039294897,1.3818930614405525,-0.7565389111108225
7,7,-0.94467549860230915,1.2384874863231841,0.73529347170905879
7,8,1.2961825578890576,0.55122834554662981,0.3050625423706993
7,9,1.7420925569035783,0.4221645811790915,-1.1335462958726152
7,10,-0.66364328622635016,0.63074520955564495,0.0092676903910764823
7,11,-2.6294152140342648,-1.1690431045024221,1.8645584272214855
7,12,-1.99456932360581,0.34251987206004941,0.45251259329211296
8,1,-2.2163252971633445,-0.47860496408472092,-0.30205776568611042
8,2,-3.0724772543079344,-1.3169902236380575,1.5070999714319502
8,3,-1.2376390079376121,0.51345361809084267,0.96708199210261758
8,4,-1.4788261160466598,1.0972706750876604,0.045792883148906505
8,5,-6.6270309143609403,-0.9151305193998539,2.263324368420685
8,6,-2.4255163237396129,0.20935849424812877,0.50596791046770573
8,7,-0.80634108292270223,0.11565795233742264,0.61906751835656881
8,8,-1.6338493981898381,-0.31301426868123017,0.4070143374488151
8,9,-2.7730892445672248,-0.64594997941568177,1.5707758337374431
8,10,-1.6182168055832795,0.43593761785113222,0.34973259434606896
8,11,-2.2313797379507885,-0.22655830166104071,-0.27823894192395021
8,12,-3.1871145466803301,-0.96700587027596818,0.73753641349080068
9,1,2.0554600853993437,2.3706024305801239,0.17052657058036089
9,2,-0.84108779975492021,-0.19587261396833749,-0.24257497343097065
9,3,-2.1641799429459811,-2.0354891014669452,-1.5702411778182428
9,4,-0.65254406934337461,0.78330960628724777,-0.273988569202608
9,5,1.1410165526002018,0.66920333646596397,-1.6007392237171758
9,6,-1.0891708615267774,-0.15013322923574268,1.5782278317010021
9,7,0.13234268420247827,-0.37196707045640709,-0.6582099082576216
9,8,1.2240688680165484,-1.4809799912073693,-1.2711537684748211
9,9,-3.6792321063678828,0.74992840464605903,3.4108435278701479
9,10,1.0837614592873228,0.1803201910653672,-0.12270413923217091
9,11,0.59535039762681186,-0.40696753449794487,-0.098451020035022971
10,1,4.7971006035269514,0.59057773986060846,-0.66694812408949111
10,2,4.9439165158388567,1.0620253132140256,-0.44018963452383914
10,3,2.5850280999939139,-0.98373301739532304,0.81468245329025069
10,4,2.8770202462375916,0.57516748931716921,0.3719476982132835
10,5,2.5618540229801816,1.0193863862086265,-0.74771734700294645
10,6,3.0579310839711953,1.1620860356863389,0.63728477102812031
10,7,5.573238997251619,-0.46102370679258409,-2.1697855761228086
10,8,5.1133991569920871,-0.086617325586059987,-1.1317548826076631
10,9,1.7505496233598086,-0.98238824941923764,1.1101242814118972
10,10,4.0178354504761167,-0.26815203858170605,-1.2132814529918183
10,11,1.4634350899638113,-0.0071200580086019797,1.4974332083497526
11,1,0.079283985265804435,-0.78270132488505895,-2.2998683919530349
11,2,-2.7671739838212877,-0.75603125358431844,0.86252605333435173
11,3,-1.2208363082592646,0.42474617987161417,-0.98358426145175426
11,4,-1.9060683465218786,-0.84388233782894684,0.62089869467883385
11,5,0.7169771173917977,1.0666906155801033,-1.2040568991069414
11,6,-2.9223437985204912,-1.1370593836847911,0.59971008113993896
11,7,-0.45583950445230381,0.3811574885251795,-0.18064951349127631
11,8,-3.988138522218283,-0.75040754379188512,2.4065364627254797
12,1,2.446145170950254,-0.41975244143386548,-1.9815370778259223
12,2,-1.9154400931629807,2.3040186048031703,1.7344745579509027
12,3,1.0781487820467652,2.4316077451653975,-0.60804823561184573
12,4,-1.7258497546831448,-0.61103246020236213,0.11935827910407108
13,1,0.66756664296153079,0.34727734731768806,-0.95901169019935795
13,2,-0.78513756350226593,-0.16363707754039797,1.1952411382113142
13,3,0.19182960568321017,-0.37862716834772558,0.08048409646110935
13,4,1.4107387447962862,-0.098250502803900186,-1.2557168355229982
13,5,-6.4543931169645026,-2.8175780997288813,2.9945222338461486
13,6,1.028395600033889,-0.36718505114729355,-2.6061913074504734
13,7,-2.2809001303839382,-1.4739823097623432,0.092949501458139072
13,8,0.96609646700418761,1.2017419222680308,-0.18697065967852181
13,9,-2.1361291049356592,0.59394390966096888,1.8810371955728367
13,10,-1.5201162880549406,-0.50030141538052586,-0.82295252330471602
13,11,-3.3439997784666913,-1.5873934077989271,0.25843742745670623
13,12,-2.4578740512484818,-0.76323459776780744,0.95717673681706783
14,1,0.37425086788989109,2.2697946612254842,0.63689677964253277
14,2,1.1785421988086919,0.3357163243493631,0.26872700295688534
14,3,1.9612493052929605,0.74637877573439748,-1.0666158354914281
14,4,-1.5451132455172334,0.48097474024787124,0.50467142523563968
14,5,-1.6553920979865628,-0.85274095472961087,-0.78543067458401694
14,6,-1.5540481864601452,0.12164291260944189,0.41958181236856912
14,7,-0.34286912390496305,0.16969456370520708,-1.4037522117473065
14,8,-2.5368384142834581,-1.14428621491959,0.52120636802429121
14,9,-1.3744036162524895,0.52093816511788626,2.3873418000706592
15,1,-5.5995935557270045,-3.2924594451339764,0.030715573797645262
15,2,-6.4162784320287027,-0.50092913128644789,2.1295587026032807
15,3,-4.79385642421013,0.59878283767330232,1.0113921654412241
16,1,-1.3543334271390426,-0.90623282907821279,1.9811238923173908
16,2,-0.37313801845142414,-0.061499245185688486,1.2573056127446967
16,3,-1.3037850279751413,-0.23285522065243697,1.61878751392561
16,4,0.79045409639142705,-1.1886358485765036,-0.084104004866586021
16,5,-0.97324012800320303,0.30170233687837283,2.0958234857288569
16,6,0.85553663726485063,-0.31420962000418123,0.54334412683496847
16,7,1.307106586502127,0.24758106387454593,0.18153642061783845
16,8,3.2170108561549684,0.56298776170532405,-1.7923572257042133
16,9,2.9385215800277145,-0.93814848006259643,-0.79761175487405178
17,1,2.6192829950101819,2.8084589246749396,0.19061203697334322
17,2,2.7781500136033133,0.59867403214021009,-1.6402332888328197
17,3,-0.67945951439286423,0.85190193588153817,1.5150445900171305
18,1,0.40160580479098906,-0.98415376770485596,-1.6906484068313128
18,2,1.4806127505349727,0.2407201891495355,-1.8481787819112925
18,3,-1.6194345528867427,0.92989831961575331,0.1294090779941596
18,4,1.0264996193555465,-1.2777750448595735,-2.6619348760882753
19,1,-0.74249948174235914,-0.079509932936283167,1.0097830260653742
19,2,-2.1286596933186579,1.0229144841056188,-0.55661390008941158
19,3,-0.69150200142201224,-0.9692037625099168,-1.7650205455164172
19,4,-0.27700996194571054,0.78263117365265233,-0.64657228223309282
19,5,-1.0628018762952904,0.52806249810021266,-0.79380856396058419
19,6,-3.1057290736480168,0.36437689485902097,1.2523747561374261
19,7,-2.8396442476738502,-0.052731264911866194,1.5177872848693319
19,8,2.6756356731047166,0.12746289337580272,-2.5240179894357242
19,9,-0.74499424924136226,0.91818136014491059,-0.81111405916884505
19,10,-0.43371768933178417,1.7338280838787461,0.065482605366935592
19,11,-3.2035408776643215,0.14100019957211002,1.1780454071556148
20,1,2.499925003936323,-0.39270847755282678,-1.4656050513278018
20,2,0.86780624843308218,0.69851924970677182,0.27619365320694678
20,3,-0.99331558707664347,0.12953839572108675,0.78766744980878922
20,4,0.43408843070176628,-1.0470844292786865,-1.4138781247399144
20,5,1.7972299895754749,2.2859021553590537,0.12722392246725911
20,6,1.1912293912223508,-0.53560115909107708,0.28021147106633337
20,7,-1.4173952626823254,-0.73291723808266085,0.88546551220441394
20,8,2.8993707488670402,0.65071711971005852,-1.6282756553566413
20,9,-0.26997471461030531,0.037069331509903353,0.44447502815001183
20,10,0.83825280387940793,0.28263157885890261,1.5308143606962163
21,1,-3.5135588700220115,-0.34699774583664028,0.95815189336404716
21,2,-2.2291305009006894,0.71412863298069795,-0.04776529187687998
21,3,-1.3621903070399255,-0.22863125103029394,-0.63505537196127559
21,4,-1.6727281843205493,0.64004827935647746,0.39641243560820699
21,5,-4.0640129941623773,-0.5632994028580024,0.87301259409539589
22,1,1.0053107135660768,-0.17507550781250716,-1.0686729278164955
22,2,2.0064426009656193,-0.098380793624541274,-0.49460274266219095
22,3,-1.5391694110429412,1.0382241707697053,2.9960933701943397
22,4,-1.4478093898782913,-1.5864202151438223,0.26135362501883486
22,5,0.63264433988777002,-1.8091619566184018,-0.31013845968109238
22,6,0.5599318491883214,-0.13236067558614789,-0.021122968760008739
22,7,1.1245573464674574,0.36450695657746773,-0.78309285741419821
22,8,1.9708006738236417,-0.39819135060362604,0.14464649934257873
22,9,2.1854413134347466,-1.0676355205596046,-1.2734803956333183
22,10,0.70267464692488557,-0.95712957457908754,-0.73913794122807164
23,1,-2.0830479312279282,-0.31893637547111858,0.67927424953033788
23,2,-2.5651149294540794,-0.32960334151545428,-0.99963617006572325
23,3,-6.4275566758051399,-2.0211430614632655,3.4807695348660745
23,4,0.53324892826362258,-0.93884900287064965,-2.0912809105270016
