entity,period,y,x1,x2
1,1,-2.7934145426472146,-2.0145127528538969,0.90678823708641054
1,2,-2.7878907182531272,-0.45533107727293143,-0.63583041295963949
1,3,-2.5799219051355848,-0.7351882687889465,0.86138047529665207
1,4,-0.98107727860477056,0.65785240180180504,-0.7491086583169978
1,5,-4.5411440968093251,-2.3327556236658555,0.50142936369363555
1,6,-1.8855115654222416,-0.82278396973782586,1.4637553846871403
1,7,-3.2884435801470655,-1.6411726176954382,-0.71158459518614003
1,8,-1.5784725008220417,-0.19245127699125852,-1.1580546832748841
1,9,-3.0600577594587763,-1.8364405508910835,0.074481056467791115
1,10,-3.0107113499517006,-1.4750915379987031,1.3215201639200123
2,1,-0.66399812168979977,-0.61421248899134417,0.83853018698227844
2,2,-3.964741871797945,-2.0499207644492223,-1.9210088999302861
2,3,-5.3419898013971014,-2.052142989154385,-1.5471775271258239
2,4,-1.2999688687614708,-0.055232664578687252,-0.35275524132942632
2,5,-2.1922722891334359,-2.0046068324627546,-1.2675497992542881
2,6,-2.7786983030076198,-1.0452250421081379,-0.92862422067227968
2,7,-1.8592437746272075,-0.90384378862137504,-1.2717218863944728
2,8,1.4873802106077145,0.18060444221303429,2.1409436569967086
2,9,-2.0308542146105175,-2.2876667534174571,-0.11613080004668692
2,10,-2.1869639049161864,-0.90804049372160867,-1.637605657138653
3,1,4.7908236282360264,3.0203502357388219,-0.77156750281264286
3,2,3.74657421853132,2.3973219975041173,-0.055117663211865127
3,3,2.1916987708590994,0.34887448980949776,1.2384150824376876
3,4,1.3616757692162165,-0.25027502953706549,-1.0294999547488859
3,5,0.50543776585813616,-0.0044759763411710285,-0.47998890401309757
3,6,3.5637103677798603,0.29555069926494082,-0.24637392231141819
3,7,3.3398912452758234,1.9736707095519468,0.084537368675753816
3,8,2.8444222139303976,0.30689176787801653,-0.83718470565747971
3,9,2.961252646345947,0.90583037631798369,0.40452534185895755
3,10,0.19089862471079722,-0.19911456264839655,-1.1974446570640886
4,1,0.039919061554774316,0.37959587751345181,-0.30145754730514529
4,2,2.3406877135298547,1.0999070985236974,0.55288719419892607
4,3,-0.085286808552894611,-0.22426222515765604,0.039761435717408131
4,4,-1.5577110092686299,-1.4260642377798032,-1.1344652484345341
4,5,-0.49888379747684641,-0.86276998252512727,0.45311415702045404
4,6,0.44036211208457721,-0.097912089454000539,-0.84396149826139
4,7,0.67767409133798961,1.4551607318331614,-1.21453657825881
4,8,2.6182373733338156,1.5978634141698485,1.1705449481956456
4,9,-0.027508851917902755,-0.1205588941004524,0.71169268807010522
4,10,0.61077213683550668,-0.063666081599438595,-0.96656083850771546
5,1,-7.942488525923487,-3.5864403172209114,1.3276906444707308
5,2,-8.7379418726104294,-3.974156465670533,0.20528004467039454
5,3,-7.9050143994626483,-2.5820779944344405,-1.3427341383899558
5,4,-9.9220401367684161,-4.8754292721502068,1.0582151848945094
5,5,-11.340489744917067,-5.0742169953255507,-0.49859184210929725
5,6,-11.344646281675022,-5.8984312565021915,-0.63029789330594443
5,7,-9.3451854388606073,-3.4399545355619248,-0.98236018120911828
5,8,-10.874178825847343,-4.8218984212895908,-0.97882159509679534
5,9,-11.247042342895613,-4.422810771058213,-0.32955478444114072
5,10,-9.2382883870872927,-4.713438972261347,2.6212070659877913
6,1,4.7182079185348593,1.5196733876041741,0.38906181618109409
6,2,8.9888566983620404,5.055844291000211,1.0235638155359508
6,3,4.7230007880657627,-0.030582429775287689,1.3576754452731306
6,4,7.1909812496714736,2.9383065783211202,0.53345895763714524
6,5,5.8022242276265938,2.7336188061582662,0.018060602391748393
6,6,4.3667763267986803,2.7244734829490533,-0.48058251218764225
6,7,9.4493328953871227,5.5231537253305536,0.072733188022854708
6,8,5.3909406535104649,1.5946900201719802,1.9100862698555383
6,9,6.9955802275973031,3.2913217584633778,0.50928334136828701
6,10,4.5197803894134214,2.9573087051264699,-0.5617484837402883
7,1,0.68663894871712872,0.16530082000546176,1.765991504875452
7,2,-0.74207207520085827,-1.6346443654318903,-0.89911693770924506
7,3,-0.69539042711509302,-0.19438605864786321,0.040824534454879331
7,4,1.2587019936551151,0.93564027272780326,1.2048833551782152
7,5,-0.35639986954492986,0.41390744064382401,0.097986554964618888
7,6,2.5667680531241119,1.0172815149339751,0.55243193836428661
7,7,-1.435798818199002,-0.29131771675038398,-2.0429521402212756
7,8,0.37312401864992856,0.6380339618456059,0.1032591747236615
7,9,-0.45966946163143318,0.32168929342317765,-1.1502087763559001
7,10,-0.079883354860629141,0.93318216891282257,-0.60867788767891273
8,1,-0.0025102320582642279,0.50558334347051215,-1.5037265947040377
8,2,0.12393419242345199,0.12363607123775899,-0.4386866781895114
8,3,1.7575963317119525,0.66152053259913368,0.91780413080961021
8,4,-2.4364491065309917,-1.2482971893354513,-1.4008926286592238
8,5,2.8744052786179073,1.8279133735568736,1.0416475110700989
8,6,1.4042698550209645,1.2095439771786387,-1.6943127591712297
8,7,-0.62790515569189198,-0.57042024125642887,1.404775231784591
8,8,1.1913250704046086,1.2257560767933822,-1.2291511994967974
8,9,-0.29603375856055025,-1.0449970993465767,-0.61600449531339319
8,10,1.013852453278963,1.1871509475129107,-0.82737470276534608
9,1,8.4127917317346146,3.7878272070389074,1.341493100401548
9,2,8.3785077382678157,3.3726439797831991,0.39555334383983359
9,3,6.793110357585209,1.9946233643582629,0.57417139257684158
9,4,7.3396455841702242,3.5633218056419795,0.36715340134380597
9,5,6.6085649772369486,1.5157481105383286,-0.42709970368397299
9,6,8.1724535583079039,3.7101921632724437,0.23361391147142824
9,7,6.6734925335623378,1.9884483248928044,0.45271527862723004
9,8,6.3416337608356708,3.3460080204618046,-1.413128878721605
9,9,5.1114017733674286,1.4890628465782181,0.48104490117750937
9,10,7.5073193252208759,3.8062420340300966,0.73306751980428198
10,1,0.43160885473481292,0.35903414812118789,0.51022820344981279
10,2,3.2817500881554906,1.4149233945003528,0.58790037542669482
10,3,1.4690657508841403,-0.0061250414590519053,0.95927041206545982
10,4,1.5561968880961576,0.62681316213872462,-0.25911230151018927
10,5,-0.13107001520248396,-0.36504626790613148,-0.96801078205183921
10,6,0.83182226917417634,0.725861030920116,-0.25280234997145457
10,7,0.64380546325681798,1.2480718203090948,-2.1301449437421351
10,8,-0.58412101428915564,-0.80903152498936093,-0.93950150766062523
10,9,1.0156346489296659,-0.1680904894049734,1.3418954907796945
10,10,0.93209947665004611,0.43201990974997961,-1.3163121246472136
11,1,-0.33229471674822586,0.5876352803561129,0.049569395664799142
11,2,0.73381802868084001,-0.31357601367592297,1.6252018548241622
11,3,0.48993582166255489,0.80613779723831813,0.24115633420739666
11,4,1.3282428774063284,0.79731074115720002,1.1080426118505724
11,5,2.145532567480795,1.3677367757789534,1.5216315238618363
11,6,-1.2405976781460684,-1.0488410857801498,-0.87218381516863519
11,7,-2.1956140310357979,-0.09061442697444759,-0.80346738948857788
