y,d,w,z1
-5.688509124520408,-1.6933986912185195,-0.34434297465336644,-0.74519266779865734
-4.0940448927115272,-1.9382092263930049,0.12348264137375212,-1.0519896232360813
-7.748414121560204,-3.6029534382939858,-1.2698140920477572,-1.461590543957249
-7.2384757021108292,-1.6839130467695402,-1.8917828343062861,0.45398358177033743
-6.3869845091162549,-2.6360136004603247,-0.37852138324944895,-0.7077124526342905
-0.18347904103347368,-1.2300491247683762,0.28088637457940824,-0.72602448186387014
-3.8043562789179051,-3.1071395077709667,-1.1055803131966488,-2.1845512174469692
-4.8265152005052769,-1.7499479281579604,-0.62782240546781454,-0.47105416122028437
-2.6324278459176251,-0.059159958979975003,0.11255724182623025,0.98159389695295551
-2.8005523454884127,0.31760418535666396,-0.64290019056797409,1.3234689211979997
2.1511066345724554,0.22520611594576329,1.9005160832073638,-0.66161934825606639
0.75721825094896689,-0.25864621442195046,-0.70442458698656096,-1.1004958661707993
-3.8009960872942763,-1.5611753825027679,-1.46461747937352,-0.89764366809641394
0.28616734742429273,1.6327571068630116,-0.1583049405569128,1.8302825203672148
-3.5734412271502762,-1.1297134110039404,-0.10545960351562558,0.07801404844059702
-1.9715871904220714,-0.63471871172455963,-0.25966327946884182,0.30961242918091975
-1.2929302128642912,-0.06916948638472363,0.12873185006883431,0.23161013921501344
-2.6461249561245261,-1.0102841407937879,-1.5706808570671629,-0.19782018224256864
-0.87708109837981318,-0.21779149673294979,-1.0519320540681334,0.0028092758485083486
-1.7035803875557625,0.57338531566655582,-1.7106291451129561,1.0452346404881763
1.5344914445821278,1.1793492454147079,1.1480237511535154,0.19612560149370725
-2.7327802942924295,-2.8232333152595714,0.86590631989690026,-1.611160320732377
0.83911447686966423,0.81043569474630717,0.31206911951765526,0.53080389268203965
0.17177550380240181,-1.519621519154819,0.044159383379900101,-0.20998786556523857
-1.4302932309276477,-0.79008172870701698,0.82170684052557919,0.21683797010035641
-4.0524988243839299,0.0095989423309107424,0.15684770412666693,0.7261626947274854
0.44439481494027389,-0.42816632253550396,-0.78589248165019931,-0.58142398613303015
-1.3793560737128128,0.75564959615917804,-1.6864143041962216,0.67525247626031271
-1.3939378273193324,-0.5067422271229769,-1.1272475687572756,-0.25380902040727921
-0.65444952195300143,-0.13857200561247324,0.17391854952619959,0.2358315250551995
2.2159888250439961,-0.54593779242757035,0.47006084948960025,-1.470602406419256
-2.7983505883484558,-1.0292796031432057,0.60449146738136228,-0.66730136500215909
3.6710966908385574,2.5599868730918311,0.42403289296555857,1.2313320822162683
-1.4548002182523916,-1.3667562178381396,-0.4561541876423581,-0.92552500360772938
1.9415222302256354,0.7969168938997957,1.4533719331404611,-0.43695411020863384
8.4211522356266997,3.9188849959553891,2.6070729104146246,1.5401836505055218
-1.5629627296842505,-2.6252552155676963,1.0397221964326586,-1.4279299750017875
