y,d,w,z1,z2
9.4849430103606647,1.9956167250603487,0.89036915767847158,-0.80502015693809315,-0.04522743006000414
2.3931006456711921,0.80612045576281188,-0.46961468212612489,0.50880560066799818,-0.001329624902855544
-3.3549555651279701,-2.1701688802810679,-0.068255919014032135,0.027950083039799668,-0.43216769619246193
3.5003691188528312,0.69390808987214414,-1.3028257235056728,0.24618274160463544,1.702568441432136
-2.7575894361476085,-1.0126476959402801,-0.013618449742376524,-1.4622345503237815,0.71459251959094494
0.071485403843858597,-1.2358941008818487,0.49401623520357923,0.66572641052319048,0.72510945243403302
6.2948706145021092,1.4765574366200716,-0.39604318370462588,-0.72824283691915193,4.0286308252469061
-4.6871966135571697,-1.4986164583983095,-1.7786400623097824,0.20049156224446532,-0.3233738406049978
7.1054949873094149,2.9622493639663618,1.4988653418635514,1.1755778908160661,1.5900284379174834
1.6724686600572194,0.75137220976070518,-0.62765281635392045,-0.090087940537601191,0.15934487360343402
-4.3952296109219731,-1.6293917729476679,0.16225531299705065,1.7961934070867167,-0.050916562177315487
-0.28842345160019001,-0.012538089581734524,1.2393701469232807,-0.080352218150171836,0.68322209904571019
0.46823919773507294,0.2129143074062525,-0.81602151160797776,-0.49336551494399933,0.33716601830124077
-4.4960491709458692,-2.8484621554110414,0.4198380762652188,0.12776637753898701,0.46875378425153358
1.5658117958805038,0.54561810760942708,-0.93390677998818961,-2.2961308727639245,-1.2471397150652634
4.3873629240487624,0.57470915769102848,1.1467497576777772,0.41383192244465261,-0.49482516262683374
2.5139213613094982,-0.044599283590556316,1.9875383427310667,0.99536315687885035,-1.500038239665392
2.0562599600197906,-0.21392302614267755,1.4087123712930845,0.32056581277611551,1.5112594164506516
4.9807004459723192,0.97779513586488576,1.1290302638629042,-0.32035898723676581,-0.50644699379496561
5.2620025753170623,2.4088946213687867,-0.99209594820661784,-1.3190263514539513,0.71572973881967594
-2.4285995516000156,-0.84770269762225059,-0.75115533102533139,1.7709272360567709,-1.5018392761747863
3.2153822117298159,0.51038556434719617,1.5323818900705863,0.91397689164019136,-0.70413166382289538
2.613043086633061,-0.1162999748162783,0.7846947006263989,-2.0687514421573154,1.0264155933684647
2.4369133161632424,0.79090372080194427,0.35617715830704222,-0.70460145335979818,-0.95675132857714418
0.98327962664872048,-0.10108881642854381,-0.85521381130793339,-0.96012955800306832,1.417681644948982
-1.1637217814161001,-0.1976829647118552,-0.78460666089248265,0.21146897035992485,-0.52214245705343509
-5.8107371841002005,-1.6999454136758203,-0.14430760103814511,0.57195336854200862,-1.7917245826284536
4.31194674946798,1.0279336272525781,1.7404083680431086,0.91920230677582337,0.70783799896639443
-1.3700469547780136,-0.73822429461981398,0.4136952148561383,0.14050084260924506,0.91386929284204466
-1.5450964909442511,-1.4171450342778171,-0.5639555286108261,1.1467996999751662,-0.79426943213938817
4.8336170654529393,0.92571838477937873,-0.32630756247236764,-1.1227821892216545,-2.2939609997709534
4.6049081268138625,1.3900344500000017,-0.5905323368719102,0.37693939540498533,-1.2868085068715653
-1.3369257496798415,-0.69725690723886879,0.37987052952011913,-1.02937072184677,0.47699583810090496
-6.5953966858337942,-2.5041542610022027,-0.36959373046164989,0.88147558269701609,0.21109427223798249
7.3259230803278239,1.9302139562617828,-1.5948206925194373,-0.26772336967586646,0.84977116832413202
-2.1379211318110229,-1.4263911724925109,0.099749731404104092,-0.82751025155397695,-1.4376302988519878
0.19340692835792472,0.64988479347259276,0.75403674407979526,-1.1333338837687705,0.23512478016812166
4.4833939399355334,0.26515747712975091,0.97452500541130049,0.22757428350977038,-1.1652532284839323
-2.9315239342807651,-1.0893269632861597,-0.10656854913560915,0.85380013039632607,1.1491817787394669
3.2777561805276885,0.045597071002281719,1.8025949145746338,1.1223099634456206,0.021181437695689295
3.9202688732612025,1.5114684898931738,-0.78983539978228534,0.79221590602296388,0.67109400550715026
0.023806177397542871,-0.10855300008265584,0.89517202896137082,-0.10622461330875652,0.3545214739000167
-2.7419646336366377,-2.1232863729228075,0.7692319536123059,-1.6429641450599275,0.67165381101219346
3.9326024629551943,1.409244443165748,0.076869801528466661,-0.74679990940899676,-0.24773678118828651
1.4554212440672556,0.32692672188309507,-2.0255325201785848,-2.015368776176798,0.5016345302864984
1.3169374972627379,1.2771593054371586,0.75413583271545603,-0.69624442242556805,-0.77503478346269417
-2.9091656109116761,-0.41322111566780495,-0.78080378304274922,1.4910509216634311,-0.61042018445585244
-0.13473868674645062,0.71200367534175724,-0.27845538000479253,-0.62891717217249365,0.50607504280394844
0.35140154166324822,0.072719188202793217,-2.4143879352637239,-0.61926839549756707,-1.7543978626886576
2.1274238618253563,1.1082061238643179,-0.31708831096727869,0.061570538515077267,-0.99926808634208486
0.64721206499838169,-0.88514082824005291,0.61776701122030075,-1.0512236728949271,-1.6507793088581144
3.0231871990020265,0.056640380636419407,0.019199618538648371,-0.36649095984138957,0.5090991718191139
-3.0336632349469514,-1.0335408475711438,-0.022665242511592965,1.2782852754780967,0.17862823887238996
-0.68110216278588698,-0.041794950305072409,-0.24056075744565747,1.2576609969474564,-0.36168395410458026
0.29881401622529924,-0.4117899087546536,-0.0073014470752127986,-0.41007366498433295,0.32557599866079695
1.6866009939847475,-0.076742436646969225,1.0925919880463297,0.96087390610916168,-0.75305246833624373
-5.6261804822703185,-1.9940168056139829,-0.51909410718202786,1.6069385527265947,-0.94409747775580677
8.0032099688645566,2.4445686806728029,1.5229497365656457,-1.9915650921792314,0.19408802250061735
2.0538772751336554,0.58256381690252979,0.60375416930441439,-0.16495696886481098,0.62440782593568922
-4.7735283581146106,-2.2682831871792493,-0.082040347452310647,-0.28537194783742659,-1.4153072607079171
3.5130648053510054,1.0099852921664887,0.65846121493110332,0.45038380484681162,0.63504209736525707
0.97210509379336529,-0.25611030338703866,1.1937103458097629,1.2193076408597567,-0.036842654005692005
5.1593800086075765,1.6143831632906624,1.3523511857646293,-0.58699734266700265,-0.082628024817785362
-6.4877444713673835,-2.2405277730482456,0.932344436463443,0.83668052690430672,1.0382415849501749
-6.9149447545216498,-1.7351038793127365,-1.4258615623813269,-1.1872368974945773,0.68572342109659579
2.59700127535889,0.62339177130702694,-0.14620570955194828,-0.18830926741721074,0.55292834024731896
0.98541778137936586,-0.14393304442391572,-1.2279330880166688,1.0877204880980027,0.25702380662068536
-0.5067078781978599,-1.3560744187621605,-0.9312829136664369,0.40998744985438379,-0.18227988512672991
2.6008301242816572,-0.17986235613322388,-0.21124415479277378,-0.88388477158424439,0.94892520607632513
3.0214820679961312,0.92599464570772527,0.31537607304551252,1.708536436589946,0.29338448112764715
-2.194180230060335,-0.96777243553480208,-0.2906477436548236,0.32250627662083836,0.75704350690592537
-1.9268835826684452,-0.73947667128181149,-2.0151064579605147,-0.73662376153644071,1.4633098798700546
4.3602574679231854,0.8237727948887632,0.76395287463061867,0.38978391699256115,0.19792969842978506
0.22336568086754061,0.92027085966709976,-0.37929557163568961,-0.93028652618957175,-0.33270287407078841
5.2000270863125273,0.71307451955301548,0.27847632336330069,0.4168820864069292,0.402334080730187
0.1345136879663491,-1.1915964493638849,-0.72975434010657581,2.1479532157030428,0.64592083681054846
2.9788914333146428,0.2992756766087587,-0.61014179298175508,-0.66888671389290844,0.41291667384811165
1.4817274411234238,-0.57193105983471093,-0.066685587693297813,1.2608210933062505,1.1558875807835147
-0.43626394216243547,0.040291631209970258,-0.44179259275926658,0.39924611817054007,0.16566796958337879
0.47601899142466381,-0.19265475967257301,-0.92788204581251721,0.35143812522685797,-0.31294409081440039
0.89761264498820803,0.71122333372240698,-0.49607177457433949,0.13130494388926578,-1.7000078627251634
-0.16474085718025266,-0.55774316965489668,-1.7058753007150629,-0.38466046329985415,-0.14874818167702272
3.8870726112993514,1.6971944529286638,-1.0724091616331379,-0.87598243527857778,0.65125181559673007
-4.5128537297319546,-1.9536104535295808,-0.99930991900682242,0.8256840213364921,1.2254586868527404
3.9117858494310136,0.97141848407535292,0.80201734916671741,-0.02840271835165176,-0.064684645747203895
0.37721555628617048,-1.0769456475334913,0.98424648693157735,1.2411149028426529,-0.45547235426088722
-5.0655031218846425,-2.1306140383905752,-1.0964686313345378,0.90069882187640382,1.2200091567732245
