y,x1,x2
1.8454373276617868,1.57786943448994,2.8687486157258375
3.2104133774644943,1.1786726921402924,3.2475035379719319
-1.3310610890546526,0.31050986547515597,2.224410267736546
-1.4429333550967214,-0.38590017253136755,3.7082004768649157
0.22916986226212505,-0.28416640873206411,1.299096353530333
-5.6314656708843076,-2.789177411766445,3.9236462953278339
-1.0212520688127291,0.25076366644517295,5.4763313282544823
0.35244748021569583,-0.55847812177254053,1.8271008153628627
-0.45001542297607955,0.39990354339118367,1.9732971017632674
0.25422886660454735,0.45059174380177264,1.4915967648209512
0.88391277954382386,1.5197018264705269,3.5581052277799867
1.2309125922444464,-0.4332193881608738,1.1747396296705297
0.040814393335849949,0.39418394955204866,3.0656841304781035
5.2234656984123466,1.8704127414601031,0.86087289715980431
-3.5042662344026314,-0.66701072288645202,3.5625570493925904
3.7639627098025237,0.057395601538380865,0.15713107044013053
-1.4573264032437814,0.080442919614336597,3.8583497097187225
-3.2662662590819616,-1.5069283463340282,3.1417111550747077
0.94943768903981196,0.44020557888465645,1.6738015458126687
-3.5012892422389017,-1.3456146647702805,1.7865624354746334
2.7790456619113586,1.6132498537834969,3.5978675681731924
-4.6089281168204979,-1.5061745438759258,1.7890157884003743
1.8613216225036211,0.30162518221044904,2.1247618299817828
-0.61367093367490055,-0.10625415596795426,1.0750597717869685
-3.1078591175279215,0.4365559476824748,6.0430683316947214
0.55183592900892531,0.55189690869589658,3.6991147598417067
-0.70593966779368511,-1.024879663004912,0.51605434759008251
-0.1475749713779646,0.48555686573755008,0.89888671671384435
-1.0786138357939872,-0.70149591656201316,1.6966790082693035
-0.31565259941880974,0.76714772363490658,4.2610649321617089
-0.94240761869958456,-1.3737939104733083,0.38181848688171804
0.93853617495419051,-0.8666971156515787,-0.18497393116818639
2.8190363817173885,-0.064756856330655296,0.6092081601006587
2.1910612830715057,0.84123524594516197,1.4555606632605078
-1.0111954179315219,-0.35889463371339769,1.3921263040829412
-0.70421577734652896,-0.15560725507624509,0.97084540521180873
2.1826251072389713,1.583256271597651,5.7832162053757266
1.4377314779574371,0.81899354228079024,1.6987836852932185
1.5353153415353544,-0.020253221585394908,-0.85806669710561545
-0.13923741797179723,-0.6524238303263199,1.6366579551537852
0.26292287521220653,-0.71639094970108785,-0.28834787767194658
-0.52164419936765327,-0.52091277039898765,2.761464325964492
0.30710631366964114,-0.9379965084402172,-0.86482025354395642
-0.77277792467424611,0.38584577800878705,3.5725556729847208
1.9924968335654953,0.6392062554763116,0.4682601728456901
2.6088224046209962,0.877318207143996,2.3632363389273592
-3.3484787861860026,-1.1123176131652146,4.0618559312017393
-0.9173883243579688,-0.099752577199001033,3.4755963997856689
1.149430734678627,-0.62697087715138966,-0.52353252997955124
4.1690168534045462,2.2519256188969514,1.5621287845870557
