t,y
1,-0.11275255715268123
2,0.58621305122538381
3,-1.180843450888958
4,-1.4139531002614527
5,-2.2422157650849455
6,-0.14228956545132587
7,0.21050332798497584
8,0.54220905499304539
9,-0.49623363582718527
10,-1.5334647617119936
11,-2.7683099076567377
12,-1.5422910839654647
13,-1.9434820361912686
14,-0.74947477024266407
15,0.15903622742989726
16,0.47958653205821289
17,-0.42483354153176578
18,0.79299507257819446
19,-0.71970809621091436
20,0.35189520782531375
21,-0.54619688721666348
22,-1.4281621364312014
23,-0.57990568367284201
24,0.44526507101513807
25,-0.43793220987204085
26,-2.0809046981890282
27,-1.8814740660315228
28,-1.8117644694915525
29,-1.0729870299005166
30,-0.66599547762872091
31,-0.25766113384476291
32,-0.50741386043924919
33,-1.3761765907618899
34,-0.78474620252857707
35,1.1444150052590101
36,1.5618495793720149
37,0.2714267610551897
38,0.80386744936944932
39,-1.0398456762052708
40,0.26329394253742289
41,0.41235827327331143
42,0.030002128332004774
43,0.58755134673269838
44,3.3834669955807586
45,1.8551512074171406
46,0.38883141734143312
47,-0.55193292870469457
48,0.26326534425709369
49,1.4330994032226096
50,0.40109725368480686
51,0.068170902661959132
52,-1.1873229342913583
53,-0.92346297984382986
54,0.6622612851227252
55,-0.30138431138277494
56,0.89662275001358449
57,0.65748715676455605
58,1.1553667556285165
59,0.10123007535760997
60,-1.1876812526980836
61,-1.557718828431538
62,-1.1723357866832118
63,-1.2006490789546242
64,0.073369476693798119
65,0.17315319953240935
66,-1.541302073515483
67,-0.81109877449523049
68,0.32839662939236369
69,1.5228654078920099
70,3.6053080215680149
71,2.3778476288946861
72,3.3594589358751974
73,3.1932247239607334
74,2.4939579580133797
75,-0.18595265288251817
76,1.0955410256905471
77,0.97893860104406571
78,-0.94081918395526687
79,-0.48866513806813311
80,-0.60900387612690055
81,0.3457732210809169
82,-0.60463643698675507
83,2.1801347135929809
84,1.0256493332582068
85,0.60547386524131164
86,1.7613547984769222
87,0.79423683441176696
88,2.0929330083746263
89,-0.49094776914951632
90,-1.0166887452947342
91,0.28029058753099967
92,-0.50716496361866592
93,0.31967390903597132
94,-0.99332236460082535
95,0.42837835301008897
96,1.1820894937040161
97,-0.42828487995252851
98,-1.2735235332458994
99,1.814911752663573
100,-0.73414052466711399
101,0.4804659350735131
102,-0.58393432773888154
103,-1.0101002945495399
104,-0.46567834393468976
105,-1.1418057776116373
106,-1.3738654727313526
107,-0.76947058467036067
108,-3.3592312021303465
109,-2.8520862813998202
110,-1.6796008638673467
111,-2.1731209507682525
112,-2.5277754390285616
113,-0.31286161148360758
114,-0.050207204813539297
115,0.20455009853059872
116,-0.95857924207633582
117,-0.38914319899491734
118,0.61572320151603721
119,1.2304555980719023
120,-0.14291167452360831
121,0.089026579400694097
122,0.098896843396358292
123,0.94290177445995749
124,0.81545329604253025
125,1.0965816696542043
126,-0.37381968810047028
127,0.95488711812814042
128,-0.56093872744951212
129,-0.56003075830944749
130,-0.012268809708975925
131,-0.62932734399906043
132,-0.55133713444758925
133,-0.43294402453478664
134,0.28727953396698158
135,-0.66378213001794628
136,-1.6180817038538278
137,-0.64583595279675055
138,-0.60405163112961868
139,-0.52259520892333544
140,-0.61980222584258327
141,-0.41707305527263816
142,-0.30616777108144583
143,-1.16961904078504
144,-1.0123307726552326
145,-0.51998114736101653
146,-0.2723359817470955
147,0.64755158243849475
148,0.59095160188880624
149,-1.2697342590392229
150,-1.6134014049435321
151,-1.166034067094778
152,-1.746521990917361
153,-1.2771517586733105
154,-0.36724401165296233
155,-0.30210168675168381
156,1.3985300713911475
157,-0.13177534502595711
158,-0.11950685451513358
159,0.40753093760623127
160,0.87959809408158884
161,0.7518428997185812
162,2.1041418355155459
163,1.1883557111687004
164,0.40734063261867504
165,-1.1927444074680678
166,-0.84230767083239666
167,-1.6153995907624366
168,-1.128194412383873
169,-2.4622902256496877
170,-1.3644499040712716
171,-2.0296135839051495
172,-1.2308102216746106
173,-1.7681784333985373
174,1.2042736710241222
175,-0.28073592760143928
176,-0.08542327647223863
177,1.2103575568726705
178,-0.12205632689579649
179,-1.3911375696565282
180,-1.2882318118867202
181,-2.4201808909765132
182,-1.792003866618451
183,-0.78505761266662655
184,-2.5705794325386195
185,-1.0680218286709384
186,-0.56569119642935217
187,-1.4310861499175727
188,-1.637556205953232
189,-1.3379524808500243
190,-1.0108149228589869
191,-0.50934354035425378
192,0.84081757857890205
193,1.6267159374522313
194,0.65469558234559044
195,-0.032519466110483786
196,1.2288522417420666
197,1.4805655796715764
198,-0.89170284517544074
199,-1.316310220327392
200,-0.70923932387310784
201,-3.2392837410052131
202,-3.3682231909738065
203,-3.1298129392518845
204,-3.3378445521859188
205,-1.4573019649627028
206,0.56406819327078572
207,0.05217526711466125
208,0.57898975902788541
209,-0.58954907770642806
210,-0.062318729122935679
211,-0.14663911020197284
212,0.9349045761450564
213,0.11073095531628235
214,1.2254399135016059
215,0.52908179339486072
216,-0.0010012056487322951
217,0.26440000654364609
218,-0.66302570542552175
219,-1.6955652286986915
220,-0.91454167109803497
221,1.6796190037568199
222,1.9802250777560058
223,1.0881558352776908
224,-0.60376794524535138
225,-1.1700823847617605
226,-0.96131345787729905
227,-2.2070921243889927
228,-0.90793066915388332
229,-1.6159792284422989
230,-1.6941984702300146
231,-0.48336295579572264
232,0.63644539865648653
233,0.58206631357236371
234,0.42420873289353184
235,-0.53514429639376604
236,0.49397504613053916
237,0.50926823625016027
238,1.3062836467388879
239,-1.7166174334320483
240,-0.75604442432795038
241,-0.63147646523821721
242,-1.0484930643737824
243,-0.37532971888193378
244,-0.78218711350281966
245,1.5228483110194646
246,0.63266016894636001
247,2.3457827867876508
248,1.861929734536983
249,2.1199674554851682
250,0.39838424207134226
251,0.15484993396016483
252,0.075224141653750007
253,0.31470489683178743
254,-0.26102327073142773
255,-0.27432491274877513
256,0.0250175245500045
257,-1.1984171978059863
258,1.607627935738454
259,-0.062179191470051243
260,0.2327038705340064
261,3.843277690838383
262,2.4475179323643941
263,-0.025297973242551119
264,1.6209527550119376
265,1.5878197038825692
266,1.5023772911641342
267,2.4024404636471273
268,2.0235421470717543
269,1.780252205103062
270,2.6995652353794242
271,1.6179779789541868
272,1.8323698984663295
273,1.0832334132460653
274,1.8337113766015549
275,1.7145956380127925
276,1.3157030442356354
277,-0.076935763151584347
278,-0.2906183842361349
279,-1.14830062548149
280,0.386733921358411
281,-0.55725334089949119
282,-0.28845220068154304
283,-0.72418942410230214
284,2.2190146884997013
285,3.3519935544589581
286,3.0739066285631509
287,3.1966797195479293
288,3.5527120476892646
289,3.4800885105591997
290,3.4500561540500332
291,1.4979786473804166
292,1.2449911404604648
293,-0.90297657920314611
294,-0.28519280789281076
295,-0.67104199589042191
296,-0.90947707387339805
297,-1.4462010681940218
298,-2.4342423433861367
299,-1.0531236913730446
300,0.68259065641995864
