t,y
1,2.8001178742251067
2,2.0493285213795964
3,2.90830993236488
4,0.68014129532171808
5,2.7922520265313602
6,2.6133594194366019
7,2.1854481896397937
8,2.8529356446518213
9,5.3120385125946497
10,2.9964861736851871
11,3.75629692836735
12,3.2048498232738991
13,4.1351073586555378
14,3.1165801474302421
15,2.1746149223237694
16,3.8065904480649109
17,3.2474498290540512
18,3.0221439833768136
19,3.3627317815735065
20,2.2225194643842792
21,2.6853424380361561
22,4.1480496789488797
23,2.2773159426274852
24,2.9428146697465429
25,4.361375779199328
26,4.185373200592295
27,2.1978685153346649
28,2.2156019182163647
29,1.9798325002734014
30,3.5846023476566882
31,2.3548496546158368
32,3.1755195621724837
33,2.9041884004508529
34,2.0743841330369435
35,3.6991995449558335
36,2.3274551593682746
37,3.1117819954175783
38,4.0657292311792901
39,5.197691955462032
40,3.513425000458462
41,4.7946765633764015
42,4.3848840370000994
43,3.6453614516395847
44,3.1185133854995422
45,4.4214071875909022
46,3.3736406196143531
47,3.2343875162610374
48,3.0765421988301154
49,4.7772621996198161
50,4.3062608751067977
51,5.5781453526062688
52,5.6025647563866574
53,6.3422064630570993
54,6.610698794161892
55,4.6972612792928876
56,6.5114637914669196
57,6.7447261103847804
58,4.7036092972475165
59,3.5819635238551992
60,5.0010698853267259
61,4.2977788552196818
62,4.1767961894334196
63,5.1984878718886618
64,5.1951933346614192
65,4.7649653687892792
66,5.6506613172650013
67,6.0788969327377336
68,5.9016648677965664
69,6.5179480819191467
70,5.3435958135898467
71,4.0643723870003647
72,4.0023514913800708
73,3.6849819565105699
74,4.8844241804529833
75,4.757277901075029
76,5.7663375741758927
77,5.876426109839441
78,7.6063902894273614
79,6.0044297082644
80,6.7397983609567884
81,7.2458184944069304
82,7.2307000309020513
83,5.6833909765765691
84,5.3326859870270003
85,5.2337809346473225
86,4.7301135648093293
87,4.8765833896798334
88,3.8896883101389599
89,5.9929075195162493
90,8.24844984341639
91,6.1886788567616433
92,7.7269181890395986
93,8.7960623568078304
94,6.1666304737239388
95,5.6958281475698938
96,8.8450970230083357
97,9.2560527723532502
98,7.0541005036932525
99,5.647290753022463
100,5.7371460177308329
101,6.7972046602009195
102,7.2167901042615972
103,7.2010578506276364
104,8.738160989930746
105,10.054660403620131
106,8.471715180282688
107,7.3795699714698806
108,6.2850418728658912
109,8.3122643371603147
110,8.5568961378498845
111,6.3241385804401897
112,7.0627922733593262
113,7.4622798224724418
114,8.2197316302648051
115,9.1169154389727325
116,8.9478022240725696
117,7.6767605623439419
118,8.5497297294859891
119,8.4171391944288807
120,8.520236609903149
121,8.9514406618194062
122,9.7014751952097047
123,9.1904371018332949
124,7.6753372797880326
125,8.8779690542465985
126,7.4430069449586957
127,7.3189354426320357
128,7.1506054301340765
129,6.583062031906568
130,8.5727582221576561
131,8.4632641886910971
132,8.0768473135304149
133,7.3413791561074895
134,8.57874852393617
135,8.5695139203505004
136,9.2628750908328907
137,8.3550182883851285
138,8.9865577839199826
139,8.9358570770120345
140,8.8500022470761177
141,6.9557210742419944
142,8.4279847852450906
143,8.6335940580711057
144,8.1669215612088699
145,9.8037857477239125
146,9.0216119255175808
147,9.2901002847281191
148,8.1397616555180647
